"OrderLineID","Currency","Discount","PromotionDiscount","CreateDate","LastUpdateDate"
"362113","USD","0.0000","0.0000","2022-02-15","2024-12-13"
"363682","GBP","0.0000","0.0000","2022-12-08","2024-10-19"
"365287","EUR","0.0000","0.0000","2022-01-04","2023-11-19"
"369647","USD","74.0987","0.0000","2022-01-21","2024-12-02"
"372402","GBP","0.0000","0.0000","2023-04-22","2024-05-17"
"373241","EUR","0.0000","0.0000","2022-10-19","2024-08-30"
"376314","USD","311.9917","0.0000","2022-05-16","2024-08-29"
"378964","GBP","0.0000","0.0000","2022-10-24","2024-04-29"
"379101","USD","0.0000","0.0000","2022-06-30","2024-01-19"
"380685","EUR","41.9132","0.0000","2022-10-18","2023-10-25"
"380818","EUR","0.0000","0.0000","2022-09-08","2024-03-26"
"381521","GBP","0.0000","0.0000","2023-05-27","2024-12-04"
"382151","USD","0.0000","0.0000","2022-09-20","2024-06-17"
"382799","USD","45.4280","0.0000","2022-01-03","2023-07-19"
"385775","BRL","0.0000","0.0000","2022-04-26","2023-09-16"
"386010","USD","45.4280","0.0000","2023-05-29","2023-07-27"
"386011","USD","45.4280","0.0000","2023-05-29","2023-07-27"
"387420","GBP","0.0000","0.0000","2023-06-28","2024-06-20"
"388305","EUR","0.0000","0.0000","2023-01-26","2024-05-09"
"388542","USD","54.5578","0.0000","2022-01-27","2024-02-04"
"393899","USD","0.0000","0.0000","2022-09-24","2024-01-06"
"395014","USD","41.4887","0.0000","2022-01-02","2024-02-11"
"404570","GBP","0.0000","0.0000","2022-11-27","2024-09-23"
"405366","USD","46.1427","0.0000","2022-01-24","2023-11-13"
"405367","USD","46.1427","0.0000","2022-01-24","2023-11-13"
"407717","EUR","10.2050","0.0000","2022-05-27","2024-06-29"
"409091","EUR","0.0000","0.0000","2023-04-26","2023-09-21"
"409455","USD","74.0403","0.0000","2022-07-21","2024-02-08"
"411493","USD","32.5004","0.0000","2022-05-08","2024-01-21"
"412593","USD","53.5087","0.0000","2023-01-08","2024-02-22"
"412678","GBP","0.0000","0.0000","2022-08-27","2024-03-29"
"414885","USD","208.2998","0.0000","2022-05-07","2023-08-17"
"416224","USD","128.1511","0.0000","2022-12-19","2024-04-08"
"417284","USD","59.2531","0.0000","2022-10-10","2024-08-09"
"419285","BRL","157.5000","0.0000","2023-03-07","2024-02-23"
"420316","USD","91.6679","0.0000","2022-09-11","2024-08-17"
"423038","USD","35.6377","0.0000","2023-04-16","2023-10-27"
"425899","USD","59.3725","0.0000","2022-12-27","2024-12-30"
"427783","USD","189.0915","0.0000","2022-02-13","2024-11-27"
"428938","GBP","0.0000","0.0000","2022-09-26","2024-09-27"
"431659","EUR","0.0000","0.0000","2022-05-11","2023-08-05"
"432138","USD","12.5166","0.0000","2022-05-03","2024-12-17"
"432139","USD","12.8011","0.0000","2022-05-03","2024-12-17"
"432376","USD","156.4576","0.0000","2022-11-04","2023-09-20"
"432378","USD","43.6494","0.0000","2022-12-04","2023-12-19"
"432595","USD","42.1155","0.0000","2023-04-14","2024-06-16"
"432969","USD","115.2792","0.0000","2023-01-27","2023-09-26"
"434636","GBP","0.0000","0.0000","2023-03-03","2024-09-15"
"435661","USD","86.5613","0.0000","2022-09-12","2024-06-23"
"435953","USD","245.1082","0.0000","2022-04-23","2024-02-19"
"436691","USD","0.0000","0.0000","2022-11-24","2023-09-04"
"437053","USD","43.6986","0.0000","2023-05-06","2023-12-24"
"437758","USD","58.8708","0.0000","2023-02-21","2023-10-28"
"438126","EUR","0.0000","0.0000","2023-02-09","2024-10-06"
"439037","EUR","80.8327","0.0000","2023-04-29","2024-04-23"
"441349","USD","100.5932","0.0000","2022-09-01","2023-09-30"
"441350","USD","112.8131","0.0000","2022-09-01","2023-09-30"
"441724","USD","82.9700","0.0000","2022-08-12","2024-02-10"
"441978","USD","40.7394","0.0000","2022-05-03","2024-05-10"
"444106","USD","5.4997","0.0000","2022-02-06","2024-09-15"
"446835","USD","20.7128","0.0000","2022-01-21","2023-11-25"
"449685","USD","44.4934","0.0000","2022-06-14","2024-07-29"
"452524","EUR","0.0000","0.0000","2023-03-12","2024-11-09"
"452880","USD","64.0223","0.0000","2022-03-23","2024-08-25"
"456948","USD","44.4934","0.0000","2023-02-15","2024-09-11"
"457530","USD","94.9967","0.0000","2022-07-03","2023-07-01"
"458484","USD","44.4934","0.0000","2022-01-10","2024-01-28"
"458758","BRL","72.0000","32.0000","2022-07-02","2023-08-05"
